id,sender,received_at,text
195,riyad bank,2024-05-28T08:49:00,"Dear  customer, service المدفوعات الدولية was activated on account ***280. Call 966543351727 for help"
196,بنك الرياض,2024-08-22T05:11:00,"سحب نقدي ٥٩,٠٥٢.١٥ AED من الحساب ***٦٤٨ بتاريخ ٢٢/٠٨/٢٠٢٤ الرصيد المتاح ٢٩٨,٩٤٩.٣٣"
197,بنك الرياض,2024-04-02T19:41:00,"Transfer of USD 35,533.36 to mohammed ali completed. Ref 132960934. Balance USD 348,400.82"
198,alrajhi,2024-08-28T00:35:00,خصم رسوم 15.22 USD على الحساب ***767 رقم العملية 711622585
199,riyad bank,2024-02-20T09:00:00,Your OTP is 32551. Valid for 5 minutes. Do not share it with anyone -alrajhi
200,alrajhi,2024-03-26T11:49:00,"Bill  payment USD 2,650.24 to صيدلية النهدي succeeded. Fee USD 12.47. Ref 614881283"
201,alrajhi,2024-01-21T20:36:00,"تم تحويل مبلغ 45,840.79 SAR الى acme trading llc رقم المرجع 357416012 الرصيد 242,009.21"
202,الراجحي,2024-10-20T17:21:00,"Transfer  of ر.س 56,791.56 to acme trading llc completed. Ref 293244302. Balance ر.س 49,010.79"
203,الراجحي,2024-08-25T01:42:00,Your OTP is ٨٦٩٤٨. Valid for ١٠ minutes. Do not share it with anyone
204,snb,2024-05-26T08:39:00,"Transfer of SAR 61,122.41 to sara a. completed. Ref 822189985. Balance SAR 6,354.67"
205,riyad bank,2024-05-28T04:14:00,"Purchase  of AED 30,888.08 at هنقرستيشن on card ending ****3655 on 2024-05-28 04:14. Available balance AED 334,350.74"
206,الراجحي,2024-02-19T05:56:00,"‏تم  تحويل مبلغ 79,787.92 USD الى نورة الشمري رقم المرجع 261880709 الرصيد 28,510.82‎"
207,riyad bank,2024-11-12T22:07:00,Your OTP is 586430. Valid for 5 minutes. Do not share it with anyone
208,snb,2024-07-09T17:35:00,"Bill  payment USD ٦٠,٩٦٧.٥٤ to صيدلية النهدي succeeded. Fee USD ٧٤.٣٩. Ref ٤٦٥١٠٤٩٩١"
209,الأهلي,2024-11-23T17:06:00,Your  OTP is 119590. Valid for 5 minutes. Do not share it with anyone
210,snb,2024-05-05T15:33:00,"Bill payment ر.س 28,307.96 to starbucks succeeded. Fee ر.س 69.62. Ref 997154067"
211,snb,2024-11-05T08:23:00,"عملية شراء بمبلغ 17,852.51 SAR لدى نون بالبطاقة ****1476 بتاريخ 05/11/2024 الرصيد المتاح 7,551.63 شكرا لك"
212,alrajhi,2024-02-24T02:37:00,"ATM withdrawal ر.س 30,185.45 from account ***156 on 24/02/2024. Available balance ر.س 261,186.24"
213,الأهلي,2024-02-21T08:38:00,"عملية شراء بمبلغ 54,467.80 AED لدى starbucks بالبطاقة xxxx7311 بتاريخ 21/02/2024 الرصيد المتاح 494,785.69"
214,alrajhi,2024-02-03T23:27:00,رمز  التحقق الخاص بك هو 445047 صالح لمدة 15 دقائق لا تشاركه مع احد
215,الأهلي,2024-08-11T19:30:00,"عملية  شراء بمبلغ 81,164.66 AED لدى نون بالبطاقة ****3150 بتاريخ 2024-08-11 الرص"
216,alrajhi,2024-03-27T01:12:00,"تم تحويل مبلغ 15,779.62 AED الى acme trading llc رقم المرجع 836339909 الرصيد 314,737.57 -بنك الرياض"
217,snb,2024-11-06T07:26:00,"‏Bill payment Ø±.Ø³ 84,425.71 to ØµÙŠØ¯Ù„ÙŠØ© Ø§Ù„Ù†Ù‡Ø¯ÙŠ succeeded. Fee ر.س 70.81. Ref 194339583‎"
218,الأهلي,2024-10-07T15:01:00,"سحب نقدي 39,364.63 USD من الحساب ***886 بتاريخ 07/10/2024 الرصيد المتاح 42,896.03"
219,بنك الرياض,2024-05-03T01:46:00,"تم ايداع راتب بمبلغ 11,098.63 USD في الحساب ***584 بتاريخ 03/05/2024"
220,snb,2024-05-03T08:55:00,"تم  تحويل مبلغ 2,494.09 AED الى نورة الشمري رقم المرجع 832954849 الرصيد 256,435.35"
221,alrajhi,2024-03-23T23:36:00,"Bill payment USD ٧٣,٧٠٢.٨٧ to هنقرستيشن succeeded. Fee USD ٣٧.٢٢. Ref ٣٤٣٨٩٢٨٥٢"
222,الراجحي,2024-04-28T15:50:00,"سحب نقدي ٣٩,٣٣٢.٢١ ر.س من الحساب ***٩٦٨ بتاريخ ٢٠٢٤-٠٤-٢٨ الرصيد المتاح ١٥٣,٥٨٩.٩٧"
223,الراجحي,2024-05-03T22:48:00,"تم ايداع راتب بمبلغ 22,444.78 USD في الحساب ***172 بتاريخ 03/05/2024"
224,riyad bank,2024-06-20T07:03:00,رمز التحقق الخاص بك هو 13377 صالح لمدة 15 دقائق لا تشاركه مع احد
225,riyad bank,2024-01-13T16:49:00,رمز التحقق الخاص بك هو 234127 صالح لمدة 15 دقائق لا تشاركه مع احد
226,بنك الرياض,2024-05-31T18:10:00,"Dear customer, service apple pay was activated on account ***784. Call 966512355211 for help"
227,snb,2024-07-02T19:58:00,"ATM withdrawal SAR 81,122.90 from account ***673 on 02/07/2024. Available balance SAR 425,588.96"
228,بنك الرياض,2024-01-20T17:15:00,"عملية شراء بمبلغ 69,644.16 SAR لدى starbucks بالبطاقة xxxx9823 بتاريخ 20/01/2024 الرصيد المتاح 401,352.66"
229,snb,2024-12-09T17:54:00,"عملية شراء بمبلغ 39,839.08 SAR لدى بنده بالبطاقة xxxx6241 بتاريخ 09/12/2024 الرصيد المتاح 43,215.00"
230,الأهلي,2024-01-31T22:36:00,"عملية شراء بمبلغ 17,385.05 AED لدى starbucks بالبطاقة xxxx8859 بتاريخ 2024-01-31 الرصيد المتاح 157,929.22"
231,riyad bank,2024-05-26T20:55:00,"Transfer of SAR 31,871.50 to نورة الشمري completed. Ref 480611737. Balance SAR 212,612.04 شكرا لك"
232,الراجحي,2024-11-06T01:10:00,"سحب نقدي 71,192.53 ر.س من الحساب ***392 بتاريخ 06/11/2024 الرصيد المتاح 295,032.96"
233,riyad bank,2024-04-28T08:45:00,"Dear customer, service sms alerts was activated on account ***168. Call 966547019852 for help"
234,بنك الرياض,2024-01-22T15:43:00,"ATM withdrawal AED 13,224.39 from account ***664 on 22/01/2024. Available balance AED 114,032.18"
235,الأهلي,2024-08-05T08:35:00,Your OTP is 486873. Valid for 5 minutes. Do not share it with anyone
236,الأهلي,2024-05-22T07:43:00,"Bill  payment ر.س 22,801.91 to starbucks succeeded. Fee ر.س 97.49. Ref 772197153"
237,الراجحي,2024-06-08T19:58:00,"عملية شراء بمبلغ 54,092.92 SAR لدى starbucks بالبطاقة ****1788 بتاريخ 08/06/2024 الرصيد المتاح 168,523.62"
238,alrajhi,2024-07-30T04:42:00,"‏عملية شراء بمبلغ 28,474.50 AED لدى carrefour hyper بالبطاقة xxxx6346 بتاريخ 2024-07-30 الرصيد المتاح 188,330.66‎"
239,بنك الرياض,2024-11-26T07:20:00,‏Your card xxxx2685 was declined at jarir bookstore due to insufficient funds‎
240,الأهلي,2024-08-26T05:30:00,"Transfer of USD ٢٥,٠١٤.٦٢ to sara a. completed. Ref ٢٢٧٣٥١٣٩٣. Balance USD ١٨٥,٢٨٧.٩٣"
241,الأهلي,2024-11-08T08:28:00,Your  card ****2423 was declined at amazon.sa due to insufficient funds
242,alrajhi,2024-04-04T18:20:00,"تم تحويل مبلغ 14,786.16 USD الى نورة الشمري رقم المرجع 758056643 الرصيد 453,202.84 شكرا لك"
243,الأهلي,2024-10-26T14:46:00,"عملية شراء بمبلغ 83,091.26 AED لدى هنقرستيشن بالبطاقة ****7637 بتاريخ 2024-10-26 الرصيد المتاح 80,290.82"
244,بنك الرياض,2024-02-10T20:44:00,Your card xxxx1469 was declined at starbucks due to insufficient funds
245,alrajhi,2024-04-19T07:53:00,"ATM withdrawal USD 87,231.86 from account ***666 on 19/04/2024. Available balance USD 122,145.70"
246,snb,2024-04-07T01:17:00,"Purchase of SAR ٨٧,٧٤٢.٩٠ at amazon.sa on card ending xxxx٧٨١١ on ٠٧/٠٤/٢٠٢٤ ٠١:١٧. Available balance SAR ٤٣,٨٢١.٠٩"
247,الأهلي,2024-05-27T11:33:00,Your card ****5430 was declined at jarir bookstore due to insufficient funds
248,snb,2024-05-14T17:41:00,"Dear customer, service sms alerts was activated on account ***614. Call 966517797178 for help"
249,alrajhi,2024-10-08T15:49:00,"ATM withdrawal SAR 75,135.71 from account ***563 on 08/10/2024. Available balance SAR 294,508.42"
250,الأهلي,2024-07-05T11:22:00,"Transfer  of Ø±.Ø³ 21,998.30 to sara a. completed. Ref 634468469. Balance ر.س 77,391.27"
251,الأهلي,2024-03-02T04:49:00,Your card ****4934 was declined at jarir bookstore due to insufficient funds
252,alrajhi,2024-01-14T19:11:00,"ATM withdrawal ر.س 37,494.92 from account ***369 on 14/01/2024. Available balance ر.س 422,295.44"
253,snb,2024-11-20T17:09:00,عزيزنا العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***215 للاستفسار اتصل على 966556704363
254,riyad bank,2024-03-06T09:48:00,"عملية شراء بمبلغ 11,886.47 SAR لدى carrefour hyper بالبطاقة ****3545 بتاريخ 2024-03-06 الرصيد المتاح 271,972.27"
255,riyad bank,2024-11-10T23:26:00,"‏تم  تحويل مبلغ 87,241.60 ر.س الى acme trading llc رقم المرجع 235691012 الرصيد 322,069.11‎"
256,الراجحي,2024-07-12T15:10:00,"Purchase of USD 24,824.70 at هنقرستيشن on card ending ****9476 on 2024-07-12 15:10. Available balance USD 385,036.27"
257,alrajhi,2024-05-10T21:01:00,"عملية شراء بمبلغ 67,925.37 SAR لدى carrefour hyper بالبطاقة xxxx5191 بتاريخ 10/05/2024 الرصيد المتاح 366,697.06"
258,الراجحي,2024-03-24T11:40:00,خصم رسوم 79.77 USD على الحساب ***301 رقم العملية 623130690
259,riyad bank,2024-04-12T06:49:00,"Bill payment SAR 82,987.06 to starbucks succeeded. Fee SAR 33.8"
260,alrajhi,2024-03-08T15:58:00,Your card ****6455 was declined at هنقرستيشن due to insufficient funds
261,alrajhi,2024-11-17T03:30:00,رمز التحقق الخاص بك هو 327449 صالح لمدة 10 دقائق لا تشاركه مع احد
262,الراجحي,2024-05-17T08:05:00,"ATM withdrawal SAR 46,774.05 from account ***155 on 2024-05-17. Available balance SAR 275,086.37"
263,بنك الرياض,2024-09-29T07:38:00,خصم رسوم 31.76 ر.س على الحساب ***193 رقم العملية 496134712
264,الأهلي,2024-05-15T08:57:00,"Transfer  of USD 77,508.31 to mohammed ali completed. Ref 763720797. Balance USD 104,798.01"
265,بنك الرياض,2024-11-23T00:55:00,"Purchase of USD 20,006.58 at carrefour hyper on card ending xxxx8312 on 2024-11-23 00:55. Available balance USD 1,882.68"
266,بنك الرياض,2024-06-29T23:01:00,"Purchase  of ر.س 72,078.03 at starbucks on card ending ****4051 on 29/06/2024 23:01. Available balance ر.س 270,810.38"
267,الأهلي,2024-10-13T17:17:00,رمز Ø§Ù„ØªØ­Ù‚Ù‚ Ø§Ù„Ø®Ø§Øµ Ø¨Ùƒ Ù‡Ùˆ 63276 ØµØ§Ù„Ø­ لمدة 15 دقائق لا تشاركه مع احد
268,riyad bank,2024-01-26T13:31:00,‏عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***645 للاستفسار اتصل على 966527675945‎
269,الأهلي,2024-04-16T12:37:00,"تم ايداع راتب بمبلغ 27,066.95 USD في الحساب ***930 بتاريخ 16/04/2024"
270,riyad bank,2024-10-13T04:45:00,Your card ****9363 was declined at نون due to insufficient funds
271,الأهلي,2024-11-14T22:00:00,خصم  رسوم 50.13 USD على الحساب ***535 رقم العملية 606630050
272,بنك الرياض,2024-08-04T00:03:00,Your card ****5160 was declined at نون due to insufficient funds
273,alrajhi,2024-02-24T06:55:00,"Dear customer, service المدفوعات الدولية was activated on account ***٢٦٥. Call ٩٦٦٥٢٣٣٠٤٣٩٨ for help"
274,riyad bank,2024-07-14T20:17:00,"Transfer of ر.س 19,589.82 to sara a. completed. Ref 966414580. Balance ر.س 390,548.64"
275,snb,2024-03-12T21:10:00,"Purchase  of AED 18,528.37 at نون on card ending xxxx3988 on 2024-03-12 21:10. Available balance AED 127,864.91"
276,snb,2024-03-23T02:15:00,"Purchase of AED 31,567.28 at بنده on card ending xxxx6119 on 2024-03-23 02:15. Available"
277,الراجحي,2024-06-16T23:21:00,"ATM withdrawal AED 89,573.22 from account ***365 on 2024-06-16. Available balance AED 254,330.81"
278,alrajhi,2024-04-17T20:57:00,"سحب  نقدي 34,378.02 SAR من الحساب ***149 بتاريخ 17/04/2024 الرصيد المتاح 360,099.62 thank you"
279,الأهلي,2024-05-23T19:09:00,رمز التحقق الخاص بك هو 210579 صالح لمدة 10 دقائق لا تشاركه مع احد thank you
280,الأهلي,2024-02-25T20:37:00,"ATM withdrawal ر.س 35,081.31 from account ***958 on 25/02/2024. Available balance ر.س 304,796.04"
281,الأهلي,2024-02-07T06:13:00,"Transfer of SAR 36,460.31 to sara a. completed. Ref 129093056. Balance SAR 253,087.01"
282,بنك الرياض,2024-08-01T08:19:00,"Salary of AED 28,151.58 credited to account ***711 "
283,riyad bank,2024-08-01T05:44:00,"عملية شراء بمبلغ 26,920.06 USD لدى jarir bookstore بالبطاقة xxxx9460 بتاريخ 01/08/2024 الرصيد المتاح 137,443.58"
284,بنك الرياض,2024-06-07T02:13:00,"ATM withdrawal ر.س 23,150.46 from account ***929 on 07/06/2024. Available balance ر.س 407,174.77"
285,بنك الرياض,2024-10-18T15:50:00,"سحب نقدي 16,603.99 SAR من الحساب ***500 بتاريخ 2024-10-18 الرصيد المتاح 321,021.31"
286,الأهلي,2024-05-02T22:20:00,خصم رسوم 68.62 ر.س على الحساب ***906 رقم العملية 610356551
287,الراجحي,2024-11-10T20:58:00,"Bill payment SAR 47,217.79 to Ù‡Ù†Ù‚Ø±Ø³ØªÙŠØ´Ù† succeeded. Fee SAR 55.54. Ref 523938177 thank you"
288,بنك الرياض,2024-08-04T02:31:00,"Purchase of SAR 41,583.57 at jarir bookstore on card ending xxxx8346 on 04/08/2024 02:31. Available balance SAR 209,784.78"
289,riyad bank,2024-07-15T12:45:00,"Dear customer, service sms alerts was activated on account ***680. Call 966515119886 for help"
290,riyad bank,2024-10-10T05:12:00,Your card ****٣٨٧١ was declined at jarir bookstore due to insufficient funds
291,riyad bank,2024-03-04T12:41:00,"Purchase of ر.س 6,845.37 at صيدلية النهدي on card ending ****7751 on 04/03/2024 12:41. Available balance ر.س 226,301.81"
292,riyad bank,2024-01-14T13:54:00,"Bill payment Ø±.Ø³ 18,235.04 to jarir bookstore succeeded. Fee ر.س 2.19. Ref 501178043"
293,الأهلي,2024-07-10T20:56:00,"تم تحويل مبلغ 9,334.76 ر.س الى mohammed ali رقم المرجع 923372231 الرصيد 49,024.07"
294,الأهلي,2024-06-19T14:05:00,رمز التحقق الخاص بك هو 838782 صالح لمدة 15 دقائق لا تشاركه مع احد
295,الأهلي,2024-07-13T04:55:00,"Dear customer, service apple pay was activated on account ***763. Call 966580972872 for help"
296,الراجحي,2024-03-31T00:05:00,"Transfer of ر.س 46,444.92 to mohammed ali completed. Ref 954791583. Balance ر.س 192,875.72"
297,alrajhi,2024-02-18T17:07:00,‏Your card xxxx3345 was declined at صيدلية النهدي due to insufficient funds‎
298,snb,2024-07-08T22:21:00,"سحب  نقدي 88,007.67 USD من الحساب ***925 بتاريخ 2024-07-08 الرصيد المتاح 64,739.21"
299,alrajhi,2024-04-21T12:48:00,"‏Purchase of USD 8,839.52 at صيدلية النهدي on card ending xxxx3614 on 21/04/2024 12:48. Available balance USD 140,950.18‎"
300,riyad bank,2024-12-09T11:56:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***903 للاستفسار اتصل على 966518993652
301,الأهلي,2024-11-10T13:54:00,"ATM withdrawal ر.س 27,335.09 from account ***983 on 2024-11-10. Available ba"
302,الراجحي,2024-05-19T05:18:00,"Dear customer, service الحوالات الفورية was activated on account ***520. Call 966589123454 for help"
303,snb,2024-05-30T11:52:00,"Purchase of SAR 24,720.66 at carrefour hyper on card ending xxxx1330 on 30/05/2024 11:52. Available balance SAR 268,148.04"
304,riyad bank,2024-08-18T13:08:00,"عملية شراء بمبلغ 32,904.50 ر.س لدى jarir bookstore بالبطاقة xxxx7776 بتاريخ 2024-08-18 الرصيد المتاح 53,760.34 -الراجحي"
305,snb,2024-01-20T13:08:00,"سحب نقدي 5,072.52 AED من الحساب ***552 بتاريخ 2024-01-20 الرصيد المتاح 149,048.60"
306,snb,2024-02-21T13:32:00,"Transfer of USD 58,891.80 to خالد العتيبي completed. Ref 498724641. Balance USD 112,229.97"
307,alrajhi,2024-08-04T22:31:00,Your OTP is 351688. Valid for 10 minutes. Do not share it with anyone
308,بنك الرياض,2024-07-27T12:25:00,"ATM withdrawal AED 26,882.50 from account ***986 on 27/07/2024. Available balance AED 361,559.55"
309,الراجحي,2024-01-14T07:46:00,"عملية شراء بمبلغ 69,408.22 ر.س لدى amazon.sa بالبطاقة ****5243 بتاريخ 2024-01-14 الرصيد المتاح 109,095.43"
310,بنك الرياض,2024-04-18T01:23:00,"Transfer of USD 82,388.16 to acme trading llc completed. Ref 203543994. Balance USD 96,615.18"
311,riyad bank,2024-05-05T02:29:00,"تم تحويل مبلغ 59,252.97 USD الى خالد العتيبي رقم المرجع 956326888 الرصيد 485,603.77"
312,الراجحي,2024-05-13T16:50:00,"سحب  نقدي 10,764.52 USD من الحساب ***638 بتاريخ 13/05/2024 الرصيد المتاح 89,888.92"
